Sentence 1;Sentence 2;Similarity Score;Lexical Diversity
If the documents requested are voluminous or difficult to handle, the applicant may be invited to consult them where they are held.;To this end, they shall hold consultations whenever one of the Parties so requests and determine, on a case-by-case basis, relevant new resources, conditions and other parameters.;0.6331337690353394;1.0
If necessary, specific stock-based samples shall be added if metier-based sampling fails to provide the appropriate precision for length distributions at the stock level.;The sampling design per metier must consider both the periodicity of the sampling events and the sampling scheme to apply.;0.6681323051452637;0.96
By letter dated 21 August 2014 the Commission forwarded those observations to Germany.;Whereas, pursuant to Article 74 of the Financial Regulation of 16 June 1998 the Commission shall take all appropriate steps to act on the comments appearing in the decision giving discharge and to report, at the request of the European Parliament, on measures taken in light of these comments.;0.6116191148757935;0.9714285714285714
This Decision shall apply to the filing of notifications pursuant to Article 4(4) or applications for prior approval pursuant to Article 4(5) of Delegated Regulation (EU) No 604/2014 submitted after the entry into force of this Decision.;The Authority would thus, in principle, be in a position to approve the measure, once formally notified on the basis of a notification form embodying the result of the pre-notification contacts, without a further request for information.;0.7115373611450195;1.0
Finally, NEUWOGES asserts that the advantage conferred on BAVARIA constitutes a transfer of state resources that was imputable to the city of Neubrandenburg (section 4.1.5).;The task of making such efforts was effectively transferred back to NEUWOGES through the land-lease and sale contract (Part V Sections 1-3), and a remuneration for NEUWOGES of EUR […] per m2 was agreed, resulting in a total remuneration for the privatisation effort of EUR […].;0.6890170574188232;0.9736842105263158
Common position 95/544/CFSP shall be extended until 4 June 1997.2.;(2) Some objectives could not be fulfilled by 15 November 2002, the date on which Decision 2001/796/CFSP expired, and others should be consolidated and expanded after that date.;0.6532195806503296;1.0
(4) See page 7 of this Official Journal.;(1)  OJ L 189, 20.7.2007, p. 1.;0.6974945664405823;1.0
"Location: Pasdaran Avenue, Next To Telecommunication Industry, Tehran 16588, Iran; Postal Box 89195/878, Yazd, Iran; P.O.";Addresses: (1) Kermanshah, Iran, (2) Mehran Military Base, Ilam Province, Iran.;0.6930432319641113;0.9565217391304348
Governments which decide to put this Agreement into force provisionally among themselves may meet from time to time to review the situation and decide whether this Agreement shall enter into force definitively among themselves.;In any case the provisions of this arrangement will be examined by the two parties before 1 April 1984 with a view to making any adjustment which they agree is necessary.;0.7123372554779053;1.0
The method applied by the consultancy firm to make such a distinction retrospectively is acceptable.;This claim was also considered justified, and the adjustment agreed.;0.6489782333374023;1.0
3) Regulations 2005 are amended as follows.;808/2003 amending Regulation (EC) No.;0.7209769487380981;1.0
"(""Policy oriented research"") as well as Heading III.";To that end, its agenda shall include a part entitled ‘Legislative deliberations’.;0.6619881987571716;1.0
LORAUX , ON 19 APRIL 1979 , WITH A VIEW TO REPLACING MR P .;(4) OJ L 103, 25.4.1979, p. 1.;0.6182340383529663;1.0
The conciliators' recommendations shall be taken by majority vote.;The Joint Committee adopts its decisions by consensus.;0.7184963226318359;1.0
Mission expenses shall be reimbursed in accordance with the provisions in force at the GSC.;The share of the costs paid by the civilian operator was then compensated under the sovereign tasks financing system described in this section.;0.6658601760864258;1.0
(ii) The investigation to determine the existence of dumping has shown that prices of the like products marketed by the remaining US exporter on the domestic market had, over an extended period of time and in respect of substantial quantities, been lower than the costs of production.;Regarding the other types of the product concerned exported to the Community by the exporting producers, they will be subject to the applicable anti-dumping duty.;0.6668410301208496;1.0
The following paragraphs set out the scientific and technological content of the activities to be  conducted and the reasons for including them in the framework programme for 1994 to 1998.;It shall also be responsible for the planning and organisation of consultations with stakeholders and the Advisory Board and their subsequent integration and streamlining into the Strategic Research Agenda and the promotion of effective science-policy interfaces.;0.6419997215270996;1.0
In this context, the Commission notes that the case-law of the Court of Justice of the European Union has clarified that investment in economic activities which would not be undertaken by private investors operating in a market economy can contain State aid elements (69).;(2) Decision 2001/549/EC(2) provides for macro-financial assistance to be made available to the Federal Republic of Yugoslavia with a view to helping this country meet its external financing needs and supporting the authorities' reform efforts.;0.6478461027145386;1.0
The member of temporary staff concerned shall notify the Agency of his incapacity as soon as possible and at the same time state his current address.;Any person to whom these Staff Regulations apply may submit to the AACC a request that it takes a decision relating to him.;0.6233664751052856;0.9583333333333334
Directive as last amended by Directive 97/62/EC (OJ L 305, 8.11.1997, p. 42).;808/2003 amending Regulation (EC) No.;0.7006723880767822;1.0
The Commission creates as many users in the application as possible, taking into account needs and technical limitations.;The limited administrative and human resources of the OCTs should be taken into account in the programming and implementation process.;0.6186639666557312;0.95
With regard to the 2000 agreement for example, this involves determining the number of passengers that the Nîmes airport operator could have expected, in 2000, to use the Nîmes-London route operated by Ryanair, over the term of the agreement.;(10)  As evidenced by the International Civil Aviation Organisation's policies on charges for airports and navigation services (Document 9082), last revised in April 2012.;0.61929851770401;1.0
RTD on telematics applications will closely involve potential users and will also aim  at maximizing the generic content of each project and the commonalities between applications  pertaining to different domains, taking into account the needs emerging from activities carried out  in the relevant programmes (e.g.;The system will be implemented by recourse principally to telematic means and in particular to the telematic network Euphin (European Union Public Health Information Network), developed under the projects of common interest within the programme for the telematic interchange of data between administrations (IDA).3.;0.6263147592544556;1.0
It should be noted that in these guidelines, the term ‘EFTA States’ shall read ‘EFTA States contracting parties to the EEA Agreement in respect of which the Agreement has entered into force’.;This point should be applied in accordance with the Decision establishing the organisation and functioning of the EEAS.;0.6801142692565918;1.0
Ensure that commercial confidentiality is respected according to each party’s applicable laws and regulations.;(11)  Covered by the obligation of professional secrecy.;0.797518253326416;1.0
It is for this reason that it did not transfer the plot as required by the 1998 implementation agreement in 2003.;As a result, when the obligation to transfer plot B-32 fell due in 2003, the Madrid City Council could not have reclassified that plot without adopting measures to ensure that the quality and quantity of the basic sport installations at Las Tablas would not be affected.;0.6171610951423645;0.9032258064516129
By way of derogation from Article 22, Member States may approximate the value of the payment entitlements at national or regional level so that the unit value of entitlements moves part of, but not all, the way to uniform national or regional values as of claim year 2021.;THE LUMP SUMS SHALL BE CALCULATED FROM THE DATE ON WHICH ENTITLEMENT TO BENEFITS IN KIND IS ACQUIRED UNDER THE LEGISLATION OF THE COMPETENT COUNTRY , UNLESS THE MEMBERS OF THE FAMILY ARE STILL ENTITLED TO RECEIVE BENEFITS IN KIND IN THE COUNTRY OF RESIDENCE UNDER THE REGULATIONS .;0.6219754219055176;1.0
Responsible for the use of violence across Syria and intimidation and torture of protestors.;Associated with the Syrian regime and its violent repression against the civilian population.;0.81781405210495;1.0
"This means a passenger flying, for example, to the airport and back would be counted twice; it applies to individual routes.";However, this correspondence specifically aimed to allow the launch of a second flight on this same route.;0.6869466304779053;1.0
Therefore, the Union considers that strengthening the security of outer-space activities is an important goal that will contribute to the development and security of states.;The EU military mission shall operate, within its means and capabilities, in close cooperation with other international actors in the region, in particular the United Nations and AMISOM in line with the agreed requirements of the Federal Government of Somalia.’.;0.6121953725814819;1.0
There is hereby attached to the Commission an Advisory Committee on Foodstuffs.;(4)  Regulation (EC) No 1333/2008 of the European Parliament and of the Council of 16 December 2008 on food additives (OJ L 354, 31.12.2008, p. 16).;0.6305227875709534;1.0
(6) The Commission sent questionnaires to all parties known to be concerned.;The study was based on the responses to a questionnaire that was submitted to all Member States.;0.7032908201217651;1.0
£651 2.2 Entry clearance, limited leave to enter or limited leave to remain in the United Kingdom as a sponsored worker, where a certificate of sponsorship has been issued for a period of more than three years.;£260 3.1.3 Immigration employment document.;0.6584113240242004;1.0
( 3 ) OJ NO L 287 , 13 .;L123, 29.5.72, p. 6 (OJ/SE 1966-1972 supplement p. 74) OJ No.;0.7502108812332153;0.9230769230769231
After having duly notified the Commission, Member States may decide to add to and to withdraw from their list of eligible entities other entities than those listed in the second subparagraph, providing objective and non-discriminatory grounds of justification motivating their decision.;(3)   Save as otherwise provided in this Convention, the applications in paragraphs 1 and 2 shall be determined under the law of the requested State, and applications in paragraphs 1(c) to (f) and 2(b) and (c) shall be subject to the jurisdictional rules applicable in the requested State.;0.6756457686424255;1.0
What is the product's lifetime, including shelf life?;How long is the product used in practice by the consumer before it becomes waste?;0.6370676159858704;0.9166666666666666
It is the registered owner of a vessel owned by IRISL or an IRISL affiliate.;Fomer commercial manager of IRISL, deputy Managing Director and shareholder of the Rahbaran Omid Darya Shipmanagement Company, Executive Director and shareholder of the Sapid Shipping Company, a subsidiary of EU-sanctioned IRISL, deputy Managing Director and shareholder of HDSL, member of the board of directors of the EU-sanctioned Irano-Hind Shipping Company.;0.694383978843689;0.9642857142857143
"(11)  Case C-480/09 P AceaElectrabel Produzione SpA v Commission [2010] ECR paragraphs 47 to 55; Case C-222/04 Ministero dell'Economia e delle Finanze v Cassa di Risparmio di Firenze SPA and Others [2006] ECR I-289, paragraph 112.";(6)  Council Regulation (EC) No 479/2009 of 25 May 2009 on the application of the Protocol on the excessive deficit procedure annexed to the Treaty establishing the European Community (OJ L 145, 10.6.2009, p. 1).;0.6748441457748413;1.0
When the EU guarantee is called, the Union shall be subrogated to any relevant rights of the EIB in respect of any obligation in connection to its financing operations, in accordance with the guarantee agreement referred to in Article 14.;The European Community is responsible for the performance of those obligations resulting from the Convention which are covered by Community law in force.;0.644681453704834;1.0
The Contracting Parties shall notify each other if a geographical indication ceases to be protected in its country of origin.;Article 11  Territorial requirement  The conditions set out in this Title relative to the acquisition of originating status must be fulfilled without interruption in the Community, the ACP States or the OCT.;0.6298480033874512;1.0
Signed by the authority of the Secretary of State for Work and Pensions.;Amendment of the Occupational Pension Schemes (Winding Up Notices and Reports etc.);0.6549626588821411;1.0
This rating category means the borrower is […].;.. which shall be known as a “hardship loan”.;0.6600351333618164;1.0
Such schemes shall cover market research, marketing and the quality and standardization of manufactured goods, in  accordance with Articles 152 and 153 and taking into account Articles 84 and 85.;Identify the standard(s) or legislation applicable to the product.;0.6748214960098267;1.0
The overall width of the breakwater varies between approximately 16 metres and 30 metres depending on the actual level of the foreshore at the time of the construction.;3B to 27 shall be constructed anywhere within the Order limits landward of mean low water.;0.6362898945808411;1.0
(2)  OJ L 248, 16.9.2002, p. 1.;(6) Resolution of 15 February 2001 (OJ C 276, 1.10.2002, p.;0.7995513081550598;0.9375
However, its fundamental principles remain the same.;The two sets of provisions are, in substance, identical.;0.6867175102233887;1.0
Such measures shall not be open to the objection procedure in Article 17 paragraph 2 but may be the subject of dispute settlement procedures under this Convention.;En pareil cas, les États membres de ces organisations ne seront pas habilités à exercer ces droits individuellement.Ratification, acceptation, approbation et adhésionArticle 151.;0.6929646134376526;1.0
The average price undercutting for all 12-micron film of the Korean exporters ranged between 12,3 % and 24,8 %.;In the thin film sector (12 to 36 micron thickness) the imports from Korea represented in 1985 3,0 %, in 1986 6,6 % and in 1987 8,2 % of the respective sales of the Community industry in the Community.;0.6559397578239441;0.9655172413793104
